,ref,original_image,posicao,cor,modelo,marca,tipo,carro_masks,emblema_logotipo_masks,emblema_modelo_masks,emblema_marca_masks
369,CAR00369,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/47ae2784713543.5d65a82f0d8ad.jpg,lateral_traseira,prata,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00369.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00369.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00369.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00369.png
370,CAR00370,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/55_8.jpg,frente_lateral,azul,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00370.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00370.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00370.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00370.png
371,CAR00371,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/125CF.jpg,lateral_traseira,vermelho,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00371.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00371.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00371.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00371.png
372,CAR00372,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/Hyundai_Creta_2021_126.jpg,frente_lateral,prata,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00372.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00372.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00372.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00372.png
373,CAR00373,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/Hyundai_Creta_2021_121.jpg,frente_lateral,preto,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00373.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00373.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00373.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00373.png
374,CAR00374,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/Hyundai_Creta_2021_143.jpg,frente_lateral,prata,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00374.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00374.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00374.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00374.png
375,CAR00375,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/Hyundai_Creta_2021_148.jpg,frente_lateral,prata,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00375.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00375.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00375.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00375.png
376,CAR00376,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/Hyundai_Creta_2021_147.jpg,frente_lateral,prata,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00376.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00376.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00376.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00376.png
377,CAR00377,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/Hyundai_Creta_2021_142.jpg,lateral,branco,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00377.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00377.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00377.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00377.png
378,CAR00378,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/Hyundai_Creta_2021_165.jpg,frente_lateral,prata,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00378.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00378.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00378.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00378.png
379,CAR00379,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/Hyundai_Creta_2021_173.jpg,frente_lateral,branco,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00379.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00379.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00379.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00379.png
380,CAR00380,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/Hyundai_Creta_2021_180.jpg,frente_lateral,prata,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00380.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00380.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00380.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00380.png
381,CAR00381,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/Hyundai_Creta_2021_096.jpg,frente_lateral,branco,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00381.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00381.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00381.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00381.png
382,CAR00382,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/Hyundai_Creta_2021_097.jpg,frente_lateral,vermelho,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00382.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00382.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00382.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00382.png
383,CAR00383,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/Hyundai_Creta_2021_101.jpg,frente_lateral,prata,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00383.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00383.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00383.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00383.png
384,CAR00384,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/Hyundai_Creta_2021_107.jpg,frente_lateral,vermelho,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00384.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00384.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00384.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00384.png
385,CAR00385,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/Hyundai_Creta_2021_093.jpg,frente_lateral,prata,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00385.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00385.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00385.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00385.png
386,CAR00386,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/1482645082.jpg,frente_lateral,preto,onix,chevrolet,hatch,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00386.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00386.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00386.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00386.png
387,CAR00387,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/0000.jpg,frente_lateral,laranja,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00387.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00387.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00387.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00387.png
388,CAR00388,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/1482645079_54.jpg,frente_lateral,preto,onix,chevrolet,hatch,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00388.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00388.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00388.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00388.png
389,CAR00389,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/1_2.png,frente_lateral,preto,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00389.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00389.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00389.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00389.png
390,CAR00390,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/5723ef5c4d0e607fbc74a8b66d285564.jpg,frente_lateral,branco,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00390.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00390.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00390.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00390.png
391,CAR00391,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/2b339des-1920.jpg,frente_lateral,azul,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00391.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00391.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00391.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00391.png
392,CAR00392,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/157-1576189_en-hyundai-queremos-impulsarte-y-ayudarte-a-que.png,frente_lateral,azul,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00392.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00392.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00392.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00392.png
393,CAR00393,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/6720s2prxv79wapki8vb2p138.jpg,frente_lateral,prata,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00393.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00393.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00393.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00393.png
394,CAR00394,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/2019-hyundai-creta_(00).jpg,frente_lateral,laranja,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00394.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00394.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00394.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00394.png
395,CAR00395,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/2016%20Hyundai%20Creta%20(RU)%20018.jpg,frente_lateral,branco,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00395.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00395.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00395.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00395.png
396,CAR00396,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/1200x800_2.jpg,frente_lateral,branco,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00396.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00396.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00396.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00396.png
397,CAR00397,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/418928-hyundai-creta.jpg,frente_lateral,prata,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00397.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00397.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00397.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00397.png
398,CAR00398,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/2020-hyundai-creta-turbo-1.4-1-4-740x489.jpg,lateral_traseira,vermelho,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00398.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00398.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00398.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00398.png
399,CAR00399,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/2019-hyundai-creta.jpg,frente_lateral,laranja,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00399.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00399.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00399.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00399.png
400,CAR00400,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/2015-hyundai-creta-03-768x576.jpg,frente_lateral,prata,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00400.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00400.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00400.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00400.png
401,CAR00401,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/2018-hyundai-creta.jpg,frente_lateral,vermelho,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00401.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00401.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00401.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00401.png
402,CAR00402,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/chevrolet_agile_2011_preto_010.jpg,lateral_traseira,preto,agile,chevrolet,hatch,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00402.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00402.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00402.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00402.png
403,CAR00403,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/Creta.png,frente_lateral,branco,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00403.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00403.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00403.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00403.png
404,CAR00404,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/jeep_compass_verde_008.jpg,frente_lateral,verde,compass,jeep,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00404.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00404.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00404.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00404.png
405,CAR00405,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/EF-Ce0EWsAAofO8.jpg,frente_lateral,prata,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00405.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00405.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00405.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00405.png
406,CAR00406,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/0310-1137-1-capa_e_imagens__blog_chevrolet_2017_outubro.png,frente_lateral,preto,onix,chevrolet,hatch,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00406.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00406.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00406.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00406.png
407,CAR00407,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/creta1.jpg,frente_lateral,vermelho,creta,hyundai,SUV,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00407.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00407.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00407.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00407.png
408,CAR00408,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/8payezov41oynjbb4ypx8assj.jpg,frente_lateral,azul,toro,fiat,picape,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00408.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00408.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00408.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00408.png
409,CAR00409,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/20190305-CHEVROLET-CRECIO-EN-VENTAS-DE-SUV-Y-PICK-UPS-EN-COLOMBIA-02.jpg,frente_lateral,vermelho,onix,chevrolet,sedan,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00409.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00409.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00409.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00409.png
410,CAR00410,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/1563171669_29.jpg,lateral,azul,toro,fiat,picape,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00410.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00410.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00410.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00410.png
411,CAR00411,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/2020-Chevrolet-Onix-LT-exterior-China-002.jpeg,frente_lateral,azul,onix,chevrolet,sedan,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00411.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00411.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00411.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00411.png
412,CAR00412,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/2021-Chevrolet-Onix-Plus-Midnight-Brazil-exterior-03.jpg,frente_lateral,preto,onix,chevrolet,sedan,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00412.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00412.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00412.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00412.png
413,CAR00413,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/2873a5f6-2551-4888-a57c-d470951c3ee0.jpg,lateral,azul,onix,chevrolet,hatch,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00413.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00413.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00413.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00413.png
414,CAR00414,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/1568719516_57.jpg,lateral_traseira,vermelho,onix,chevrolet,hatch,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00414.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00414.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00414.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00414.png
415,CAR00415,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/releases/458v/images/1536335929.jpg,lateral_traseira,preto,onix,chevrolet,hatch,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/carro_CAR00415.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_logotipo_CAR00415.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_modelo_CAR00415.png,/content/drive/MyDrive/datasets/computer-vision-team/super_veiculos/combined_masks/emblema_marca_CAR00415.png
